location,hour,day_of_week,month,base_fare
13,8,1,1,134
5,1,0,2,57
6,13,1,2,86
3,7,6,3,76
2,9,6,2,117
12,6,2,2,90
2,1,3,1,128
5,18,6,2,127
4,13,1,3,121
7,21,5,3,93
7,1,0,3,133
4,17,4,2,83
5,3,6,1,58
9,3,4,3,83
8,3,3,2,125
7,6,5,2,53
9,14,3,2,129
10,0,2,2,122
9,1,1,1,116
14,23,5,3,141
7,2,3,1,148
8,17,6,1,124
0,3,3,2,128
11,23,4,2,88
0,12,4,2,118
15,23,3,3,94
8,0,1,2,150
10,23,4,2,112
1,9,2,3,121
13,19,5,3,95
4,15,2,1,128
8,15,2,1,110
13,22,4,2,89
5,8,5,1,66
5,4,1,3,112
3,17,1,2,61
13,15,6,3,108
6,12,2,3,144
1,20,3,1,60
12,1,1,2,81
1,17,4,2,124
4,6,4,2,91
8,22,0,3,88
0,17,3,2,113
10,19,1,1,71
12,6,6,3,66
11,5,2,2,118
4,17,3,3,97
14,10,4,1,120
5,7,1,1,80
11,18,1,1,143
4,16,1,1,114
9,5,3,2,94
2,0,1,1,94
0,14,1,1,146
2,10,3,3,99
3,6,0,1,72
14,16,4,3,68
10,20,3,1,52
10,18,2,1,68
14,0,1,2,55
5,17,0,1,60
5,16,3,1,78
1,5,3,2,94
5,22,6,3,90
14,4,0,2,52
7,18,2,3,79
14,18,1,2,122
7,2,1,1,105
5,18,6,1,137
9,8,2,1,128
8,22,3,2,136
1,3,4,3,56
9,18,6,1,56
6,2,4,2,141
0,9,0,2,150
8,2,1,1,61
4,2,4,1,142
9,21,3,2,147
7,9,2,2,111
0,12,3,1,94
10,19,2,1,70
2,22,2,2,50
8,3,4,3,88
11,2,5,1,65
6,21,0,2,51
13,1,2,1,56
4,10,0,3,116
15,16,3,1,108
8,17,3,2,90
7,13,0,1,62
10,23,5,1,102
0,13,2,3,96
9,16,0,2,134
13,21,1,1,84
0,14,1,2,88
8,12,0,1,93
8,18,0,2,145
12,16,1,2,67
11,19,1,1,62
13,19,2,1,100
3,16,3,3,98
5,11,3,3,120
14,1,0,1,134
7,23,1,3,100
1,6,6,2,65
7,6,5,1,67
4,18,0,1,74
9,22,6,3,75
2,15,5,2,103
15,12,2,2,121
4,15,3,1,143
5,7,5,1,74
10,22,0,3,124
11,7,2,2,113
13,16,6,1,138
1,17,3,1,60
11,21,5,1,88
0,0,0,3,94
1,0,0,2,55
10,17,1,1,52
14,0,6,3,61
15,6,5,2,149
14,20,3,3,71
7,2,6,3,108
8,8,5,1,61
5,19,3,1,113
1,13,1,1,105
13,13,6,1,148
14,21,4,1,109
9,17,0,1,50
4,4,3,3,112
6,18,1,2,144
1,15,5,2,72
1,17,6,1,124
13,9,3,3,95
2,20,0,3,80
2,6,6,1,67
8,18,6,1,63
0,16,3,2,110
3,21,2,3,124
14,22,1,3,52
10,20,0,1,140
12,14,2,2,147
2,2,3,2,142
10,15,1,3,89
12,23,4,2,77
1,22,4,1,97
9,22,2,1,111
8,3,1,2,110
13,2,6,2,146
6,2,6,1,95
4,13,5,1,147
9,1,2,1,95
15,16,5,1,128
6,15,0,2,133
1,16,3,2,102
9,19,6,3,114
13,2,0,3,114
13,17,0,3,116
7,9,4,2,100
15,16,4,2,61
1,22,6,2,84
14,12,6,2,132
11,5,0,1,124
11,15,2,3,94
3,9,0,3,90
5,22,1,2,67
11,17,6,1,69
4,21,3,2,56
0,9,3,3,52
5,2,0,1,123
12,8,6,2,128
8,20,2,3,96
15,19,1,2,80
7,20,5,3,149
5,19,4,3,107
15,5,3,1,124
11,13,2,2,53
4,21,6,3,88
10,19,4,1,83
2,10,5,3,138
7,13,5,3,81
15,4,3,2,117
15,1,2,3,142
11,11,0,1,96
6,9,5,3,90
5,11,2,2,125
0,18,4,3,100
2,2,6,3,86
14,9,4,3,150
8,11,5,1,143
3,18,6,3,68
12,18,3,3,120
7,20,6,1,135
2,17,2,3,103
11,6,1,2,104
7,3,0,3,100
15,21,5,2,100
5,5,0,1,112
10,10,0,3,69
3,10,0,3,112
5,18,1,1,114
2,1,6,2,91
0,19,2,3,96
0,14,4,1,88
9,2,3,3,77
6,21,3,2,61
15,13,1,1,81
14,18,3,1,118
6,18,0,2,61
1,16,2,1,114
13,5,0,3,90
4,21,5,3,70
5,1,3,3,140
8,12,1,1,122
13,11,1,1,57
1,0,6,1,50
2,12,0,3,82
15,8,4,3,84
14,18,6,2,80
10,18,1,2,138
14,3,4,1,55
8,12,3,1,58
11,17,6,2,75
15,19,3,3,70
10,8,4,1,59
1,20,0,1,123
4,1,6,3,88
5,16,3,2,81
3,12,1,3,79
6,13,4,1,61
1,4,4,3,113
13,5,5,3,147
12,23,4,3,101
12,5,4,1,146
10,16,3,1,125
13,0,4,1,106
0,20,1,2,123
12,13,1,3,99
11,18,3,2,92
10,9,5,2,70
8,14,5,3,62
15,0,0,3,125
1,2,1,1,74
4,15,6,3,123
11,5,1,1,114
8,0,4,3,101
5,11,5,1,75
9,11,0,2,118
3,13,4,1,137
5,18,0,1,136
6,7,2,3,120
5,4,4,2,72
2,2,4,3,115
6,2,1,2,111
13,7,1,2,81
11,9,5,1,117
7,0,0,3,104
14,11,5,1,50
15,16,4,2,150
4,20,2,2,98
2,5,5,1,80
4,14,3,1,115
2,0,6,3,66
0,14,5,3,125
0,3,5,1,78
13,12,6,2,81
9,19,5,2,91
2,0,5,2,142
7,16,3,2,145
9,13,4,2,73
3,4,1,1,135
9,18,6,2,59
5,5,5,3,81
9,1,5,1,93
5,19,2,2,109
10,0,5,3,116
7,4,2,2,118
6,8,6,1,75
13,21,2,2,115
5,7,3,2,58
13,22,1,2,117
13,4,1,2,134
3,3,3,1,73
9,21,0,1,138
3,17,3,2,140
9,6,4,2,62
11,20,0,3,118
6,7,4,3,53
15,18,5,3,131
6,5,3,1,122
2,8,2,3,127
15,17,4,2,88
6,13,6,1,126
14,16,6,1,66
13,2,2,2,146
6,10,4,3,87
4,1,4,2,75
7,0,6,1,111
11,22,5,1,64
2,17,4,3,141
15,17,3,1,84
14,10,1,3,83
12,11,2,2,121
0,19,0,2,131
11,9,1,2,147
9,17,5,2,129
10,7,3,3,68
6,5,2,2,121
13,5,6,1,66
3,13,3,3,67
9,9,2,2,107
6,9,6,2,69
7,16,3,1,53
0,19,3,2,69
3,17,0,3,83
14,12,1,3,50
0,8,5,3,130
0,1,6,1,107
10,18,4,3,90
14,7,6,2,81
15,11,2,3,127
14,20,5,2,129
3,6,4,2,125
13,15,4,2,104
3,5,0,1,82
11,10,4,1,65
13,23,4,3,63
6,13,2,2,139
15,12,3,3,105
9,5,2,1,135
7,2,1,2,125
4,20,0,3,55
10,17,1,1,111
15,18,0,1,61
9,0,0,3,119
2,21,3,2,61
13,3,4,1,124
13,19,0,1,148
7,0,4,3,135
5,5,1,1,113
12,15,4,3,123
8,13,0,3,150
6,22,5,2,127
1,2,2,3,103
1,4,3,3,143
4,5,6,3,114
9,12,3,1,71
2,20,3,1,75
13,18,4,2,126
10,6,4,3,142
4,23,0,3,123
1,12,2,3,61
12,14,3,3,103
6,15,4,3,125
12,11,1,2,126
11,16,2,3,145
2,9,0,3,147
0,5,5,2,56
9,19,3,3,95
9,9,2,3,92
8,0,1,1,142
1,23,4,2,129
0,6,5,2,83
8,15,3,2,83
15,19,1,3,74
8,16,5,1,59
13,7,5,2,91
11,21,0,1,140
9,23,5,3,67
10,2,0,1,138
13,21,5,1,106
2,23,2,2,60
13,5,1,1,54
3,12,1,2,80
14,1,6,3,144
12,17,2,2,144
2,16,4,3,135
7,17,4,1,77
5,23,0,2,139
0,11,3,1,118
2,21,6,2,101
12,20,1,1,112
10,16,1,1,89
9,4,2,3,119
12,19,4,2,65
15,2,6,1,136
12,19,2,3,84
9,3,1,3,65
10,3,4,2,65
4,20,1,2,123
2,16,4,2,74
8,0,0,3,71
13,19,3,3,109
9,20,5,3,129
4,8,1,2,96
11,0,0,1,107
7,17,0,3,133
14,16,2,1,60
11,0,5,2,93
2,23,4,3,83
15,11,6,2,140
1,19,6,2,150
3,16,3,1,138
6,18,1,1,129
1,1,4,2,105
8,14,0,3,117
15,10,6,1,137
5,14,2,3,130
4,7,4,3,101
8,20,3,1,127
13,23,4,1,123
1,15,6,1,138
8,5,5,1,146
1,7,4,2,68
8,6,3,2,120
13,18,3,1,101
0,9,5,3,81
11,22,1,1,59
13,10,6,3,68
2,11,6,3,118
13,4,5,1,121
1,20,2,3,76
6,19,1,3,54
9,11,2,3,132
8,0,6,2,138
7,22,5,3,85
0,0,5,1,130
12,20,2,1,127
8,7,5,2,129
6,12,5,2,108
14,19,5,3,109
9,9,3,1,80
1,23,0,3,54
9,23,1,2,77
5,12,5,1,74
5,7,6,1,65
15,23,1,1,59
10,21,1,3,77
8,10,6,2,112
12,14,0,3,95
7,4,4,1,101
6,5,4,2,67
8,17,1,1,81
9,20,4,2,123
13,1,5,3,127
14,23,3,3,143
15,11,1,3,136
15,14,4,1,150
0,4,3,2,75
9,13,5,1,62
3,9,6,2,79
7,7,1,1,142
13,14,3,2,92
2,7,5,3,63
3,20,5,1,115
2,12,2,2,63
7,7,6,2,100
2,0,1,3,126
14,8,5,3,137
0,21,0,1,120
5,8,0,3,92
2,5,0,1,120
12,22,4,1,89
10,22,5,1,69
8,3,4,1,139
12,4,0,1,66
5,23,6,3,78
14,7,1,1,51
1,17,3,3,147
14,15,2,2,111
13,20,2,1,118
14,21,3,3,109
12,1,4,1,54
0,5,5,3,80
5,16,6,3,61
15,5,6,3,72
9,14,0,3,101
13,9,5,2,76
8,22,1,2,88
6,10,6,1,65
2,19,1,2,69
4,23,2,2,135
1,17,0,2,126
13,8,4,2,99
6,5,5,3,114
9,11,1,1,99
1,9,4,1,75
11,20,6,3,77
1,9,3,1,135
14,6,3,2,90
3,20,2,3,150
4,21,0,3,73
3,2,0,3,95
10,5,1,1,101
14,7,2,3,78
15,19,6,2,55
7,12,6,2,102
8,1,3,3,104
0,6,6,1,123
11,14,2,1,88
3,16,1,2,97
3,1,3,3,78
2,9,5,1,142
2,19,3,2,69
7,11,2,1,60
4,10,0,3,50
1,5,5,3,99
15,3,1,1,143
4,5,5,1,64
11,16,4,1,69
10,9,1,1,128
3,0,6,1,150
6,22,6,3,103
13,18,1,1,144
5,5,6,1,71
1,4,0,2,142
15,18,2,2,131
11,0,0,2,62
8,23,5,3,100
1,0,6,3,98
3,23,5,1,91
15,21,3,2,131
13,2,3,3,88
7,3,4,3,98
0,11,3,3,133
14,7,4,2,71
14,8,4,2,84
8,6,6,3,73
9,14,3,3,116
14,5,1,3,85
3,5,6,2,131
1,17,6,1,50
2,8,4,2,99
7,1,6,2,103
9,5,4,3,104
5,0,5,3,112
3,19,3,2,93
9,1,0,1,72
13,14,6,2,89
9,2,1,1,103
11,3,0,1,50
13,15,5,3,145
6,1,2,1,118
4,18,2,1,108
15,11,5,2,122
14,16,4,3,101
9,3,0,1,92
15,10,5,3,57
4,12,6,2,120
15,20,1,1,148
9,0,4,1,57
11,16,6,3,86
15,5,1,3,133
7,1,5,3,143
8,13,5,2,139
14,14,5,2,140
11,5,4,3,57
7,21,2,1,121
10,5,1,3,130
13,8,5,1,94
2,3,1,2,89
9,1,3,2,138
7,19,0,3,87
10,21,0,2,64
9,13,4,2,58
10,8,2,3,149
3,11,1,2,136
5,9,3,3,72
0,23,0,1,142
10,19,1,3,59
0,3,3,3,91
6,9,2,3,117
14,22,6,1,77
10,5,3,2,99
1,12,1,1,61
14,4,4,1,79
13,18,1,1,51
10,2,2,3,128
15,23,4,3,122
0,17,0,3,107
10,14,3,2,53
14,21,2,3,116
2,15,0,3,139
8,2,1,2,128
0,19,5,1,76
1,12,5,1,107
12,23,2,3,110
15,16,2,3,51
4,9,5,2,124
12,1,1,1,75
8,1,0,2,140
0,8,5,2,76
5,0,4,2,110
7,1,6,3,97
2,5,1,1,144
5,1,2,1,130
14,9,0,1,143
4,9,5,2,68
5,23,0,3,112
3,16,6,3,103
3,1,5,1,84
5,15,1,1,129
13,14,6,1,86
5,2,6,2,62
8,14,0,2,109
15,15,0,3,99
10,5,3,3,73
7,15,5,1,127
1,8,3,2,112
13,15,1,1,122
2,21,5,3,95
6,6,0,3,111
15,18,1,3,124
7,2,1,3,72
11,18,6,1,110
13,8,5,2,144
15,11,6,3,96
12,19,0,3,70
11,6,6,2,146
11,5,0,2,84
11,1,5,3,58
12,14,1,3,61
13,16,2,2,121
14,1,6,3,84
14,14,2,3,98
12,18,5,3,65
10,23,6,2,124
8,1,6,2,89
8,0,3,1,60
0,4,0,2,143
3,1,6,1,145
11,17,6,2,70
3,5,3,1,118
4,22,4,2,79
3,19,2,1,86
11,21,3,3,89
13,20,2,3,102
11,15,0,3,66
5,17,1,3,143
2,13,3,3,57
4,1,4,1,134
5,20,0,2,91
3,22,2,3,140
6,7,1,1,109
10,17,5,3,94
12,22,0,3,107
14,9,4,3,99
0,8,4,1,59
8,21,2,2,115
4,2,4,3,137
9,11,6,3,66
6,19,5,1,99
6,22,4,2,85
3,12,0,3,130
8,4,2,3,97
8,5,6,2,100
6,12,6,1,72
11,6,4,2,57
7,19,0,2,53
13,23,4,1,125
7,21,2,3,56
12,2,1,3,91
1,18,0,1,108
12,7,1,3,72
9,8,0,3,134
12,13,6,3,140
7,21,3,3,107
9,23,3,1,54
9,9,5,3,150
13,19,6,2,121
11,19,6,2,143
9,9,5,2,92
7,6,4,2,146
7,13,4,2,149
9,1,4,1,66
9,3,0,3,105
1,22,6,3,118
1,17,4,1,130
1,9,2,2,133
7,3,6,1,89
4,4,5,1,79
10,15,2,2,115
4,11,1,2,120
5,17,4,1,77
14,11,5,1,65
4,21,0,2,70
4,2,3,2,89
15,18,3,3,62
8,15,5,1,81
13,19,0,1,133
8,3,6,2,102
10,12,3,3,126
7,4,6,2,87
6,21,1,3,101
14,11,2,1,69
11,5,2,3,108
15,13,4,1,139
13,3,5,1,140
13,14,5,2,61
10,14,1,2,114
11,0,2,3,139
11,10,2,1,108
7,16,0,1,56
7,13,6,1,68
4,8,3,1,95
14,16,5,1,142
0,10,0,3,70
8,2,4,1,143
3,12,6,3,56
10,0,1,3,71
6,10,4,2,54
5,23,2,2,51
4,21,1,3,86
7,22,5,3,69
3,23,5,3,113
11,13,4,3,108
11,23,2,2,106
15,3,3,1,99
3,0,1,3,54
7,20,3,3,94
9,17,6,2,67
2,4,3,2,60
15,19,0,1,131
15,23,4,1,91
0,17,1,2,89
6,7,2,3,140
14,10,4,3,83
0,12,0,3,119
9,1,6,1,50
12,12,1,1,137
1,18,4,3,93
1,7,4,2,71
4,9,2,3,147
0,9,5,3,100
6,0,0,1,150
9,18,0,3,106
14,18,0,1,130
1,10,3,3,50
7,12,1,1,72
13,19,1,3,140
13,19,5,3,135
9,8,0,3,148
2,17,5,3,55
2,10,0,1,122
15,11,1,2,70
15,6,4,1,141
5,0,6,1,73
15,10,1,2,56
3,2,6,2,142
9,1,2,3,146
1,22,4,3,58
1,21,3,2,134
4,19,4,3,84
14,7,2,1,146
9,7,4,1,83
0,11,0,2,65
6,1,6,2,72
11,6,6,3,116
1,23,0,3,103
1,5,3,2,113
1,17,5,1,149
0,20,1,1,87
9,12,4,3,90
6,3,5,2,140
13,20,4,1,90
8,17,4,3,52
8,15,6,2,109
10,20,4,3,135
2,20,6,1,92
6,7,2,2,92
14,3,2,1,56
3,22,6,2,102
10,7,2,2,61
1,17,3,1,127
0,10,1,2,60
6,6,5,2,140
5,17,3,2,92
14,18,2,3,77
1,19,4,2,129
13,20,0,2,53
15,2,5,1,140
11,20,4,3,130
1,11,1,3,136
3,9,3,1,110
10,6,5,2,114
15,22,2,3,73
12,21,5,3,140
6,22,5,2,94
11,9,0,1,135
2,5,6,2,118
6,11,0,1,102
6,7,0,2,79
3,11,6,1,54
1,19,3,3,59
5,23,2,3,92
4,9,0,3,56
15,15,0,1,87
6,7,5,3,106
6,13,2,2,70
7,1,2,1,95
6,1,1,3,87
8,5,2,1,140
7,17,6,1,114
8,11,5,3,120
7,20,6,2,150
1,5,3,1,78
6,4,0,2,50
12,17,6,2,71
13,17,4,3,58
15,7,5,2,135
4,22,0,3,118
9,20,3,3,58
0,22,6,2,100
14,6,4,1,144
10,21,6,1,148
7,8,6,3,125
10,19,2,3,70
0,21,1,1,57
13,8,1,3,109
3,21,1,1,86
2,12,2,2,129
6,10,6,2,109
5,4,4,3,89
15,3,3,3,120
5,15,0,1,90
5,22,2,2,84
15,10,4,3,106
5,15,2,1,142
11,23,0,2,128
8,19,4,3,89
7,17,3,1,136
10,2,2,1,63
8,17,2,3,130
13,3,4,1,147
7,1,2,3,94
5,7,5,1,77
5,4,3,1,136
11,8,2,3,116
15,4,1,3,93
3,16,6,2,109
3,14,4,2,103
15,5,4,2,123
5,12,6,1,117
6,1,5,1,67
11,16,3,1,50
10,21,1,3,126
10,16,0,2,55
15,16,1,2,129
8,21,3,1,51
5,18,1,3,101
0,20,4,3,65
13,13,2,2,112
5,17,5,3,126
13,17,1,1,56
7,12,5,2,129
0,16,4,3,76
1,21,5,2,148
12,18,6,1,97
15,8,6,2,82
5,20,2,1,140
13,1,2,1,110
1,2,1,3,111
5,19,0,2,101
5,23,0,3,54
4,2,6,1,119
5,4,2,1,61
3,13,4,1,144
1,17,6,1,62
3,15,1,2,111
15,4,0,3,71
7,19,4,1,50
9,10,2,3,108
7,13,4,1,128
11,17,4,3,141
8,16,0,1,74
5,22,4,2,56
9,2,4,1,53
7,23,0,3,131
14,12,4,2,85
2,23,2,1,128
11,7,6,3,88
15,16,4,1,125
13,15,3,3,64
11,15,5,2,127
11,5,1,1,139
13,2,2,2,72
10,15,6,1,85
4,20,2,2,139
4,16,6,3,108
12,14,6,3,81
2,16,1,2,64
10,21,6,3,76
4,16,3,1,97
6,6,0,3,50
8,3,1,1,85
5,17,1,2,105
5,3,4,1,142
1,13,6,1,126
6,13,0,3,132
14,21,0,2,110
2,0,3,3,58
8,18,6,1,82
8,15,5,1,76
4,5,2,1,103
3,12,2,2,97
13,20,0,1,68
9,20,6,3,99
4,23,4,3,126
9,9,6,2,76
11,11,1,3,66
7,7,3,2,73
8,0,6,1,126
12,12,6,1,124
8,7,2,3,70
10,8,0,2,56
11,23,4,2,144
4,15,6,2,91
5,10,5,1,105
2,4,5,1,83
12,13,4,2,129
10,23,6,1,130
2,14,4,2,147
5,15,4,2,132
8,13,6,1,54
9,21,2,1,86
2,22,1,3,102
11,6,6,1,141
4,15,6,2,78
3,7,0,1,135
12,12,0,1,62
7,19,3,1,112
9,23,2,2,123
11,2,0,3,79
9,11,5,1,80
12,15,4,2,120
11,19,6,2,101
8,11,2,1,135
1,8,4,3,79
6,10,3,1,75
4,16,1,2,103
4,12,4,3,104
11,8,6,1,108
14,12,1,1,79
0,14,6,3,78
9,15,6,3,75
4,13,3,2,73
11,4,6,1,89
11,22,5,1,75
14,3,0,2,106
2,16,5,1,115
7,11,1,3,107
5,7,1,1,122
7,2,2,1,121
11,18,1,3,88
1,1,4,1,104
10,12,6,2,64
5,21,5,2,68
5,6,6,2,101
7,22,1,1,143
0,9,6,1,50
1,9,3,3,116
13,19,0,1,102
11,0,3,2,111
13,14,0,2,61
9,17,4,1,117
12,4,1,2,105
8,4,0,2,110
0,19,2,3,123
13,15,2,1,51
13,15,4,1,101
6,0,3,2,121
11,8,5,1,55
14,0,3,1,108
0,13,2,3,72
6,21,6,1,133
1,6,0,1,89
9,23,6,1,98
3,20,4,3,110
2,7,0,3,102
0,8,3,1,135
9,22,1,2,142
5,9,0,2,83
0,18,6,2,83
2,13,6,2,93
13,8,6,3,53
8,0,3,1,90
14,9,0,3,86
2,9,1,1,135
12,2,4,3,150
13,9,2,3,64
0,8,2,2,135
7,20,5,2,119
15,9,4,1,71
4,7,3,2,145
2,23,3,2,83
7,10,0,2,98
1,23,2,2,58
8,3,0,2,142
3,19,4,3,60
1,10,1,1,73
13,1,4,2,141
5,2,4,2,134
2,8,6,2,96
9,17,4,2,88
5,14,1,3,116
7,13,1,1,101
15,22,3,3,110
3,19,1,1,135
6,14,6,3,51
14,22,5,1,149
9,12,3,1,58
1,0,2,1,118
7,6,0,2,69
4,9,4,2,66
0,10,6,1,137
6,10,0,2,76
3,8,2,2,57
5,7,1,1,131
3,2,1,3,108
13,6,6,3,60
5,9,1,2,91
5,20,2,1,123
14,21,4,1,127
13,6,1,3,122
12,23,3,3,131
6,12,3,2,130
2,21,2,2,116
8,0,0,3,89
7,12,3,3,94
8,16,6,2,95
5,18,3,3,106
13,7,1,2,99
5,19,4,1,95
14,0,3,2,133
6,12,0,3,90
3,3,5,3,75
2,18,1,2,83
0,7,5,1,89
11,12,0,2,112
2,2,3,2,115
14,15,1,3,112
7,16,2,3,55
9,15,6,3,55
4,16,3,1,106
8,22,5,1,108
7,10,0,2,69
8,2,6,1,88
7,2,5,2,56
8,12,6,1,141
2,23,3,3,91
0,10,4,3,113
15,23,6,3,112
6,9,3,3,113
10,20,5,2,58
9,11,3,2,89
0,20,3,1,120
3,20,1,2,98
2,21,3,3,85
15,10,0,3,137
0,18,2,1,61
5,10,1,1,116
2,20,6,1,65
0,8,4,3,51
0,9,4,1,73
14,14,4,3,136
1,12,0,3,111
15,12,1,1,110
14,8,3,3,150
13,10,4,3,81
13,21,6,2,117
15,8,6,1,61
3,10,5,1,96
15,11,2,1,147
14,18,0,2,129
9,19,5,1,60
2,8,3,1,50
15,15,6,3,72
5,17,0,3,129
0,16,1,3,55
13,16,1,2,66
3,7,1,3,150
14,15,0,2,84
15,23,6,3,68
1,18,5,2,68
1,13,6,1,141
12,3,0,2,87
10,21,3,1,112
1,2,3,2,142
5,3,4,3,144
9,11,0,2,59
0,0,0,3,85
15,10,4,1,50
4,14,0,1,51
10,16,6,3,121
12,13,6,1,65
13,9,6,1,146
0,0,6,3,93
8,19,3,1,104
1,23,3,2,70
10,9,1,2,70
14,17,6,1,94
8,7,6,3,141
2,22,5,3,136
0,19,5,1,143
14,8,0,3,102
2,13,0,3,57
11,4,4,2,81
12,6,2,3,50
1,5,2,2,83
12,5,4,3,77
3,7,1,3,143
6,8,2,2,124
0,9,0,2,120
2,13,2,3,139
9,14,1,1,123
1,5,0,3,105
7,12,4,1,132
14,6,6,1,94
4,4,1,3,57
3,4,1,2,144
11,20,2,3,93
12,5,0,3,140
6,6,0,1,76
3,4,5,1,118
11,17,1,3,115
14,22,0,2,112
0,10,6,2,122
12,12,0,1,81
5,1,3,2,90
13,21,1,3,74
0,16,1,2,70
2,9,0,3,83
14,22,6,2,122
7,22,0,2,96
15,2,4,1,80
4,9,3,3,122
5,15,5,1,106
11,1,3,2,128
0,10,3,2,129
15,5,3,3,62
0,12,0,3,108
8,10,6,1,105
10,0,1,3,93
14,6,5,1,61
5,8,6,3,120
4,13,0,3,102
5,0,2,2,62
0,10,4,2,134
1,9,1,1,122
9,23,0,3,78
10,23,6,2,54
0,2,4,1,52
11,4,4,1,136
9,2,5,1,57
0,9,3,1,59
2,16,6,1,112
5,15,4,2,114
2,17,2,2,103
3,0,2,3,126
2,16,2,3,143
5,6,1,2,58
9,15,0,1,147
6,23,6,3,102
7,7,1,3,112
5,13,4,1,58
0,4,0,1,108
3,9,1,1,65
7,21,4,1,142
9,2,5,1,145
13,4,3,3,141
11,20,6,2,138
4,4,4,2,91
5,18,2,2,145
10,7,0,2,131
8,2,6,1,130
13,11,3,1,95
15,3,1,1,50
2,14,5,3,84
0,15,4,3,102
8,8,3,3,54
0,5,4,3,121
13,10,6,1,65
2,22,3,2,91
4,1,5,3,146
8,21,6,1,101
4,17,5,3,88
7,17,6,2,130
12,14,6,3,50
5,21,4,1,63
9,0,0,3,62
15,4,1,1,122
9,6,3,3,65
2,7,3,3,114
4,12,2,2,124
5,2,3,2,107
6,7,1,2,130
4,4,2,3,92
13,11,1,3,56
3,7,0,3,84
10,18,6,3,55
6,2,2,2,58
6,3,5,2,147
3,5,1,3,148
1,10,4,1,140
9,18,6,3,74
13,13,3,3,64
6,4,6,1,92
7,15,4,1,78
6,22,4,3,88
13,9,2,3,52
12,7,5,3,79
9,14,3,2,62
13,8,0,1,98
10,12,3,3,81
4,17,6,3,135
5,3,0,1,121
2,11,4,2,66
8,12,2,2,70
4,1,1,1,58
6,23,2,3,66
9,14,2,2,137
7,17,4,2,82
14,4,4,2,61
1,21,5,3,133
11,0,4,2,134
1,4,1,1,119
9,17,5,3,142
0,10,6,2,95
0,11,2,2,83
2,8,0,1,136
3,23,0,1,53
3,21,2,2,106
7,10,3,3,107
7,18,2,3,110
2,10,0,3,98
10,7,3,2,63
12,0,6,1,116
6,8,3,1,109
8,1,6,2,127
7,13,0,1,107
13,0,6,1,149
15,10,5,1,78
10,15,3,3,105
4,15,6,3,72
2,15,1,3,69
3,6,5,2,148
14,21,0,1,107
14,9,3,3,79
1,19,0,1,81
12,1,2,2,87
13,14,1,2,110
14,5,5,2,119
5,21,2,3,104
12,14,6,2,58
14,3,1,3,82
3,16,4,2,88
10,15,1,1,112
1,18,3,1,53
7,21,2,2,88
2,15,2,1,74
12,23,2,1,72
1,5,3,1,118
11,12,5,1,85
13,22,5,2,50
0,7,0,3,136
11,12,3,2,148
8,19,6,2,77
8,19,4,2,112
11,5,2,3,96
13,9,4,2,86
0,19,5,2,150
2,21,4,2,60
8,15,1,3,135
6,19,2,3,145
2,16,5,2,108
2,11,0,3,75
7,2,3,1,66
3,16,2,3,150
10,9,6,1,87
6,15,2,1,117
9,19,5,3,93
4,7,1,3,124
14,16,6,3,137
13,20,4,2,83
0,18,4,2,87
3,9,1,2,52
13,20,5,1,130
11,16,6,3,83
6,3,0,1,141
9,14,5,1,91
14,4,4,3,105
14,2,0,3,52
8,9,5,3,65
7,16,4,1,91
3,0,5,2,148
2,1,3,2,110
12,4,2,3,133
13,12,6,1,142
9,0,6,2,72
5,12,2,3,76
14,10,5,3,80
7,3,1,2,53
2,8,6,2,51
12,12,1,2,76
12,23,6,2,74
7,2,5,1,140
11,23,0,1,118
3,17,2,3,73
6,17,0,3,50
11,16,1,2,101
12,14,4,1,50
4,10,3,2,110
5,10,4,1,90
10,19,2,1,111
6,20,3,1,142
14,5,1,1,118
1,10,1,1,121
6,5,3,3,99
5,3,2,2,56
12,8,3,1,79
6,8,2,3,127
0,12,6,2,82
14,19,0,2,77
15,17,2,1,95
11,1,0,1,127
13,11,6,2,61
12,13,0,3,65
1,17,1,1,81
10,0,2,2,146
14,3,2,1,89
8,0,2,3,130
12,20,6,2,130
2,5,4,3,93
2,17,2,2,121
6,17,6,3,132
1,18,5,1,62
1,5,0,1,78
13,20,6,3,53
12,23,3,1,90
13,18,5,1,126
3,11,3,2,110
13,23,0,2,109
11,6,4,1,121
7,21,3,3,111
6,21,1,1,134
14,11,2,2,121
12,15,5,1,59
0,18,0,2,90
0,15,1,2,84
10,11,0,1,78
8,9,4,2,91
11,22,2,2,135
5,19,2,1,119
6,23,6,1,75
3,5,2,3,118
9,19,1,1,89
2,14,3,3,60
1,23,3,2,60
7,15,2,2,140
14,9,2,1,76
7,8,0,3,70
1,5,4,3,133
13,0,4,2,127
13,23,3,1,135
14,9,3,2,118
1,10,0,1,103
15,9,3,1,136
3,18,3,3,97
13,3,5,3,101
0,12,0,1,90
8,8,5,1,87
4,7,5,3,63
5,23,6,3,126
5,17,0,3,139
7,8,3,1,81
5,5,0,2,114
4,20,2,1,115
5,2,1,3,144
6,18,6,3,53
14,4,1,3,123
11,23,0,1,137
14,9,6,2,128
8,9,0,3,126
5,20,6,2,57
1,19,6,1,88
4,3,2,3,75
4,6,6,3,134
9,16,0,3,111
6,12,0,2,130
10,13,4,3,109
1,19,0,3,120
4,20,4,2,60
5,14,0,2,132
1,17,2,1,81
15,6,0,1,54
0,6,0,1,74
